Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 183, 0, 3.16, 3.16, 3.16, 0, 1, 3.16, 3.202, 0.042, 660557, -1, 3.202, 3.433, 0.231, 772,     0.273,
 192, 0, 3.348, 3.348, 3.348, 0, 1, 3.348, 3.397, 0.05, 448249, -1, 3.397, 3.433, 0.036, 403,     0.085,
 186, 0, 3.307, 3.307, 3.317, 0.01, 1, 3.317, 3.362, 0.045, 791173, -1, 3.362, 3.453, 0.09, 933,     0.146,
 191, 0, 3.334, 3.334, 3.334, 0, 1, 3.334, 3.397, 0.063, 261866, -1, 3.397, 3.463, 0.066, 471,     0.129,
 190, 0, 3.321, 3.321, 3.321, 0, 1, 3.321, 3.423, 0.102, 465212, -1, 3.423, 3.483, 0.06, 417,     0.162,
 187, 0, 3.317, 3.317, 3.317, 0, 1, 3.317, 3.439, 0.122, 568664, -1, 3.439, 3.493, 0.054, 583,     0.176,
 188, 0, 3.317, 3.317, 3.317, 0, 1, 3.317, 3.453, 0.136, 619566, -1, 3.453, 3.53, 0.077, 700,     0.213,
 196, 0, 3.399, 3.399, 3.399, 0, 1, 3.399, 3.433, 0.034, 566700, -1, 3.433, 3.53, 0.097, 910,     0.131,
 194, 0, 3.383, 3.383, 3.383, 0, 1, 3.383, 3.496, 0.112, 539766, -1, 3.496, 3.55, 0.055, 566,     0.167,
 193, 0, 3.364, 3.364, 3.364, 0, 1, 3.364, 3.5, 0.136, 683502, -1, 3.5, 3.57, 0.07, 725,     0.206,
 195, 0, 3.391, 3.391, 3.401, 0.01, 1, 3.401, 3.486, 0.085, 645622, -1, 3.486, 3.57, 0.084, 832,     0.179,
 198, 0, 3.439, 3.439, 3.439, 0, 1, 3.439, 3.496, 0.057, 509514, -1, 3.496, 3.58, 0.085, 857,     0.142,
 197, 0, 3.427, 3.427, 3.427, 0, 1, 3.427, 3.486, 0.059, 292615, -1, 3.486, 3.58, 0.094, 474,     0.154,
 199, 0, 3.445, 3.445, 3.445, 0, 1, 3.445, 3.557, 0.112, 566871, -1, 3.557, 3.624, 0.067, 442,     0.179,
 202, 0, 3.52, 3.52, 3.523, 0.003, 1, 3.523, 3.6, 0.077, 641102, -1, 3.6, 3.658, 0.058, 589,     0.138,
 207, 0, 3.566, 3.566, 3.566, 0, 1, 3.566, 3.61, 0.044, 307973, -1, 3.61, 3.658, 0.048, 484,     0.092,
 208, 0, 3.567, 3.567, 3.567, 0, 1, 3.567, 3.61, 0.043, 252322, -1, 3.61, 3.658, 0.048, 400,     0.091,
 200, 0, 3.486, 3.486, 3.486, 0, 1, 3.486, 3.558, 0.071, 593883, -1, 3.558, 3.674, 0.117, 979,     0.188,
 204, 0, 3.534, 3.534, 3.534, 0, 1, 3.534, 3.59, 0.055, 474718, -1, 3.59, 3.674, 0.084, 497,     0.140,
 203, 0, 3.523, 3.523, 3.53, 0.007, 1, 3.53, 3.638, 0.108, 758719, -1, 3.638, 3.694, 0.056, 423,     0.171,
 210, 0, 3.618, 3.618, 3.618, 0, 1, 3.618, 3.638, 0.021, 174325, -1, 3.638, 3.707, 0.068, 420,     0.089,
 209, 0, 3.592, 3.592, 3.592, 0, 1, 3.592, 3.628, 0.036, 243436, -1, 3.628, 3.75, 0.121, 756,     0.158,
 201, 0, 3.5, 3.5, 3.5, 0, 1, 3.5, 3.576, 0.076, 682286, -1, 3.576, 3.77, 0.194, 781,     0.270,
 205, 0, 3.545, 3.545, 3.545, 0, 1, 3.545, 3.638, 0.094, 648156, -1, 3.638, 3.787, 0.149, 912,     0.243,
 212, 0, 3.71, 3.71, 3.71, 0, 1, 3.71, 3.73, 0.021, 408252, -1, 3.73, 3.787, 0.057, 569,     0.078,
 211, 0, 3.707, 3.707, 3.717, 0.01, 1, 3.717, 3.771, 0.054, 607856, -1, 3.771, 3.849, 0.078, 730,     0.142,
 213, 0, 3.733, 3.733, 3.733, 0, 1, 3.733, 3.788, 0.055, 462574, -1, 3.788, 3.892, 0.104, 911,     0.159,
 206, 0, 3.557, 3.557, 3.557, 0, 1, 3.557, 3.648, 0.091, 590982, -1, 3.648, 3.892, 0.244, 874,     0.335,
 216, 0, 3.816, 3.816, 3.816, 0, 1, 3.816, 3.835, 0.019, 181459, -1, 3.835, 3.923, 0.088, 896,     0.108,
 221, 0, 3.846, 3.846, 3.846, 0, 1, 3.846, 3.872, 0.027, 342021, -1, 3.872, 3.961, 0.089, 882,     0.116,
 214, 0, 3.759, 3.759, 3.759, 0, 1, 3.759, 3.788, 0.029, 191986, -1, 3.788, 3.981, 0.193, 859,     0.222,
 217, 0, 3.821, 3.821, 3.821, 0, 1, 3.821, 3.835, 0.014, 243069, -1, 3.835, 4.001, 0.166, 991,     0.180,
 223, 0, 3.93, 3.93, 3.93, 0, 1, 3.93, 3.952, 0.022, 354915, -1, 3.952, 4.021, 0.069, 655,     0.091,
 227, 0, 3.967, 3.967, 3.967, 0, 1, 3.967, 3.976, 0.01, 142986, -1, 3.976, 4.077, 0.1, 966,     0.110,
 215, 0, 3.805, 3.805, 3.815, 0.01, 1, 3.815, 3.822, 0.007, 105156, -1, 3.822, 4.087, 0.265, 979,     0.282,
 219, 0, 3.838, 3.838, 3.838, 0, 1, 3.838, 3.901, 0.062, 672495, -1, 3.901, 4.087, 0.186, 789,     0.248,
 224, 0, 3.941, 3.941, 3.951, 0.01, 1, 3.951, 3.958, 0.007, 126947, -1, 3.958, 4.087, 0.129, 605,     0.145,
 230, 0, 3.986, 3.986, 3.986, 0, 1, 3.986, 4.002, 0.016, 100128, -1, 4.002, 4.097, 0.095, 906,     0.110,
 231, 0, 3.991, 3.991, 3.991, 0, 1, 3.991, 4.042, 0.051, 591374, -1, 4.042, 4.117, 0.075, 727,     0.126,
 228, 0, 3.973, 3.973, 3.973, 0, 1, 3.973, 4.012, 0.039, 203276, -1, 4.012, 4.117, 0.105, 998,     0.144,
 229, 0, 3.976, 3.976, 3.976, 0, 1, 3.976, 4.022, 0.046, 389418, -1, 4.022, 4.178, 0.157, 468,     0.203,
 226, 0, 3.962, 3.962, 3.962, 0, 1, 3.962, 4.032, 0.07, 583027, -1, 4.032, 4.178, 0.146, 738,     0.216,
 218, 0, 3.829, 3.829, 3.839, 0.01, 1, 3.839, 3.863, 0.024, 268199, -1, 3.863, 4.193, 0.33, 978,     0.364,
 237, 0, 4.107, 4.107, 4.107, 0, 1, 4.107, 4.127, 0.02, 118000, -1, 4.127, 4.193, 0.066, 664,     0.086,
 238, 0, 4.109, 4.109, 4.109, 0, 1, 4.109, 4.162, 0.053, 577150, -1, 4.162, 4.206, 0.044, 440,     0.097,
 232, 0, 4.057, 4.057, 4.067, 0.01, 1, 4.067, 4.128, 0.061, 740903, -1, 4.128, 4.206, 0.079, 670,     0.150,
 233, 0, 4.081, 4.081, 4.081, 0, 1, 4.081, 4.103, 0.022, 220139, -1, 4.103, 4.231, 0.128, 486,     0.150,
 240, 0, 4.113, 4.113, 4.113, 0, 1, 4.113, 4.162, 0.049, 451526, -1, 4.162, 4.251, 0.089, 876,     0.138,
 236, 0, 4.09, 4.09, 4.09, 0, 1, 4.09, 4.128, 0.038, 201812, -1, 4.128, 4.251, 0.123, 537,     0.161,
 243, 0, 4.147, 4.147, 4.147, 0, 1, 4.147, 4.178, 0.031, 621924, -1, 4.178, 4.261, 0.083, 784,     0.114,
 235, 0, 4.09, 4.09, 4.09, 0, 1, 4.09, 4.198, 0.109, 752308, -1, 4.198, 4.281, 0.082, 870,     0.191,
 222, 0, 3.9, 3.9, 3.9, 0, 1, 3.9, 3.912, 0.011, 106390, -1, 3.912, 4.291, 0.379, 959,     0.390,
 242, 0, 4.147, 4.147, 4.147, 0, 1, 4.147, 4.208, 0.062, 369982, -1, 4.208, 4.301, 0.093, 908,     0.154,
 234, 0, 4.085, 4.085, 4.085, 0, 1, 4.085, 4.138, 0.052, 314888, -1, 4.138, 4.311, 0.173, 747,     0.226,
 247, 0, 4.221, 4.221, 4.231, 0.01, 1, 4.231, 4.242, 0.012, 105177, -1, 4.242, 4.331, 0.088, 824,     0.110,
 239, 0, 4.11, 4.11, 4.11, 0, 1, 4.11, 4.187, 0.077, 468655, -1, 4.187, 4.341, 0.154, 894,     0.231,
 246, 0, 4.207, 4.207, 4.207, 0, 1, 4.207, 4.28, 0.072, 788704, -1, 4.28, 4.341, 0.061, 656,     0.133,
 220, 0, 3.844, 3.844, 3.844, 0, 1, 3.844, 3.923, 0.08, 794983, -1, 3.923, 4.351, 0.427, 586,     0.507,
 241, 0, 4.142, 4.142, 4.142, 0, 1, 4.142, 4.222, 0.08, 592184, -1, 4.222, 4.351, 0.129, 939,     0.209,
 249, 0, 4.244, 4.244, 4.244, 0, 1, 4.244, 4.27, 0.025, 170968, -1, 4.27, 4.361, 0.091, 576,     0.116,
 244, 0, 4.187, 4.187, 4.187, 0, 1, 4.187, 4.231, 0.045, 709528, -1, 4.231, 4.371, 0.139, 889,     0.184,
 252, 0, 4.291, 4.291, 4.291, 0, 1, 4.291, 4.325, 0.034, 484830, -1, 4.325, 4.391, 0.066, 475,     0.100,
 248, 0, 4.236, 4.236, 4.236, 0, 1, 4.236, 4.29, 0.054, 694239, -1, 4.29, 4.411, 0.121, 998,     0.175,
 225, 0, 3.945, 3.945, 3.945, 0, 1, 3.945, 4.012, 0.067, 602750, -1, 4.012, 4.411, 0.399, 544,     0.466,
 251, 0, 4.257, 4.257, 4.257, 0, 1, 4.257, 4.315, 0.058, 623204, -1, 4.315, 4.421, 0.106, 632,     0.164,
 245, 0, 4.203, 4.203, 4.203, 0, 1, 4.203, 4.232, 0.03, 330628, -1, 4.232, 4.43, 0.198, 874,     0.227,
 255, 0, 4.309, 4.309, 4.309, 0, 1, 4.309, 4.396, 0.087, 735986, -1, 4.396, 4.441, 0.045, 471,     0.132,
 259, 0, 4.344, 4.344, 4.344, 0, 1, 4.344, 4.383, 0.039, 383359, -1, 4.383, 4.441, 0.058, 527,     0.097,
 254, 0, 4.3, 4.3, 4.3, 0, 1, 4.3, 4.344, 0.044, 543030, -1, 4.344, 4.461, 0.117, 465,     0.160,
 256, 0, 4.33, 4.33, 4.33, 0, 1, 4.33, 4.355, 0.025, 149203, -1, 4.355, 4.461, 0.106, 919,     0.131,
 260, 0, 4.393, 4.393, 4.393, 0, 1, 4.393, 4.438, 0.045, 733349, -1, 4.438, 4.481, 0.043, 427,     0.088,
 250, 0, 4.249, 4.249, 4.249, 0, 1, 4.249, 4.279, 0.031, 240559, -1, 4.279, 4.491, 0.211, 586,     0.242,
 257, 0, 4.332, 4.332, 4.332, 0, 1, 4.332, 4.423, 0.091, 689614, -1, 4.423, 4.491, 0.068, 459,     0.159,
 253, 0, 4.296, 4.296, 4.296, 0, 1, 4.296, 4.344, 0.048, 580514, -1, 4.344, 4.491, 0.147, 622,     0.195,
 265, 0, 4.444, 4.444, 4.444, 0, 1, 4.444, 4.471, 0.027, 300536, -1, 4.471, 4.534, 0.063, 609,     0.090,
 262, 0, 4.427, 4.427, 4.427, 0, 1, 4.427, 4.46, 0.032, 276720, -1, 4.46, 4.544, 0.085, 850,     0.117,
 263, 0, 4.435, 4.435, 4.435, 0, 1, 4.435, 4.45, 0.014, 241899, -1, 4.45, 4.564, 0.115, 681,     0.129,
 266, 0, 4.461, 4.461, 4.461, 0, 1, 4.461, 4.501, 0.04, 666464, -1, 4.501, 4.574, 0.073, 725,     0.114,
 258, 0, 4.334, 4.334, 4.334, 0, 1, 4.334, 4.43, 0.095, 782545, -1, 4.43, 4.584, 0.154, 858,     0.250,
 264, 0, 4.437, 4.437, 4.437, 0, 1, 4.437, 4.491, 0.054, 580883, -1, 4.491, 4.584, 0.093, 858,     0.147,
 270, 0, 4.508, 4.508, 4.508, 0, 1, 4.508, 4.552, 0.043, 557786, -1, 4.552, 4.594, 0.043, 452,     0.086,
 267, 0, 4.474, 4.474, 4.474, 0, 1, 4.474, 4.539, 0.065, 794704, -1, 4.539, 4.614, 0.076, 793,     0.140,
 278, 0, 4.562, 4.562, 4.562, 0, 1, 4.562, 4.573, 0.01, 144301, -1, 4.573, 4.614, 0.042, 457,     0.052,
 261, 0, 4.423, 4.423, 4.423, 0, 1, 4.423, 4.46, 0.037, 316652, -1, 4.46, 4.646, 0.186, 926,     0.224,
 269, 0, 4.508, 4.508, 4.508, 0, 1, 4.508, 4.536, 0.028, 224271, -1, 4.536, 4.667, 0.131, 859,     0.159,
 280, 0, 4.575, 4.575, 4.575, 0, 1, 4.575, 4.636, 0.061, 622945, -1, 4.636, 4.707, 0.071, 712,     0.133,
 268, 0, 4.476, 4.476, 4.476, 0, 1, 4.476, 4.525, 0.049, 784946, -1, 4.525, 4.707, 0.183, 542,     0.232,
 274, 0, 4.553, 4.553, 4.553, 0, 1, 4.553, 4.646, 0.094, 480159, -1, 4.646, 4.72, 0.073, 732,     0.167,
 272, 0, 4.538, 4.538, 4.538, 0, 1, 4.538, 4.551, 0.013, 251436, -1, 4.551, 4.72, 0.168, 945,     0.181,
 277, 0, 4.56, 4.56, 4.56, 0, 1, 4.56, 4.616, 0.056, 522370, -1, 4.616, 4.72, 0.103, 968,     0.159,
 271, 0, 4.514, 4.514, 4.524, 0.01, 1, 4.524, 4.606, 0.082, 491455, -1, 4.606, 4.767, 0.161, 948,     0.253,
 283, 0, 4.667, 4.667, 4.677, 0.01, 1, 4.677, 4.694, 0.017, 314988, -1, 4.694, 4.767, 0.073, 730,     0.100,
 275, 0, 4.553, 4.553, 4.553, 0, 1, 4.553, 4.596, 0.043, 173741, -1, 4.596, 4.777, 0.181, 506,     0.224,
 279, 0, 4.573, 4.573, 4.573, 0, 1, 4.573, 4.583, 0.01, 100172, -1, 4.583, 4.777, 0.194, 632,     0.204,
 273, 0, 4.551, 4.551, 4.551, 0, 1, 4.551, 4.657, 0.106, 558720, -1, 4.657, 4.807, 0.15, 840,     0.256,
 282, 0, 4.649, 4.649, 4.649, 0, 1, 4.649, 4.684, 0.035, 344100, -1, 4.684, 4.817, 0.133, 925,     0.168,
 276, 0, 4.557, 4.557, 4.557, 0, 1, 4.557, 4.671, 0.114, 719025, -1, 4.671, 4.827, 0.156, 426,     0.270,
 281, 0, 4.576, 4.576, 4.576, 0, 1, 4.576, 4.627, 0.051, 465219, -1, 4.627, 4.837, 0.21, 519,     0.261,
 285, 0, 4.757, 4.757, 4.767, 0.01, 1, 4.767, 4.801, 0.034, 464494, -1, 4.801, 4.86, 0.059, 629,     0.103,
 288, 0, 4.823, 4.823, 4.823, 0, 1, 4.823, 4.852, 0.03, 591516, -1, 4.852, 4.899, 0.047, 506,     0.076,
 284, 0, 4.733, 4.733, 4.743, 0.01, 1, 4.743, 4.767, 0.024, 463200, -1, 4.767, 4.899, 0.132, 702,     0.166,
 286, 0, 4.783, 4.783, 4.783, 0, 1, 4.783, 4.808, 0.025, 269429, -1, 4.808, 4.909, 0.101, 478,     0.126,
 287, 0, 4.797, 4.797, 4.807, 0.01, 1, 4.807, 4.821, 0.014, 230554, -1, 4.821, 4.975, 0.154, 491,     0.178,
 290, 0, 4.869, 4.869, 4.869, 0, 1, 4.869, 4.912, 0.042, 732672, -1, 4.912, 4.988, 0.076, 760,     0.118,
 293, 0, 4.909, 4.909, 4.909, 0, 1, 4.909, 4.939, 0.03, 314118, -1, 4.939, 4.988, 0.048, 567,     0.078,
 289, 0, 4.832, 4.832, 4.832, 0, 1, 4.832, 4.863, 0.03, 581508, -1, 4.863, 4.998, 0.135, 976,     0.166,
 295, 0, 4.931, 4.931, 4.936, 0.005, 1, 4.936, 4.955, 0.019, 187518, -1, 4.955, 5.009, 0.054, 536,     0.078,
 294, 0, 4.911, 4.911, 4.911, 0, 1, 4.911, 4.961, 0.05, 437289, -1, 4.961, 5.06, 0.1, 974,     0.149,
 291, 0, 4.879, 4.879, 4.889, 0.01, 1, 4.889, 4.9, 0.011, 122981, -1, 4.9, 5.08, 0.181, 813,     0.201,
 292, 0, 4.901, 4.901, 4.901, 0, 1, 4.901, 4.92, 0.018, 214314, -1, 4.92, 5.08, 0.161, 848,     0.179,
 299, 0, 4.98, 4.98, 4.98, 0, 1, 4.98, 5.018, 0.038, 382831, -1, 5.018, 5.1, 0.083, 911,     0.121,
 302, 0, 5.006, 5.006, 5.006, 0, 1, 5.006, 5.046, 0.04, 389871, -1, 5.046, 5.11, 0.065, 666,     0.104,
 297, 0, 4.96, 4.96, 4.96, 0, 1, 4.96, 4.998, 0.038, 676221, -1, 4.998, 5.11, 0.112, 415,     0.150,
 301, 0, 5.002, 5.002, 5.002, 0, 1, 5.002, 5.03, 0.029, 194891, -1, 5.03, 5.12, 0.09, 879,     0.119,
 296, 0, 4.936, 4.936, 4.941, 0.005, 1, 4.941, 4.96, 0.019, 150777, -1, 4.96, 5.147, 0.187, 667,     0.211,
 303, 0, 5.017, 5.017, 5.017, 0, 1, 5.017, 5.096, 0.079, 754281, -1, 5.096, 5.157, 0.061, 617,     0.140,
 300, 0, 4.998, 4.998, 4.998, 0, 1, 4.998, 5.051, 0.053, 737098, -1, 5.051, 5.167, 0.116, 408,     0.170,
 304, 0, 5.04, 5.04, 5.05, 0.01, 1, 5.05, 5.126, 0.076, 699222, -1, 5.126, 5.187, 0.061, 637,     0.147,
 306, 0, 5.075, 5.075, 5.075, 0, 1, 5.075, 5.096, 0.021, 326060, -1, 5.096, 5.187, 0.092, 722,     0.113,
 298, 0, 4.98, 4.98, 4.98, 0, 1, 4.98, 4.998, 0.019, 106776, -1, 4.998, 5.204, 0.206, 519,     0.224,
 307, 0, 5.079, 5.079, 5.079, 0, 1, 5.079, 5.136, 0.057, 601596, -1, 5.136, 5.207, 0.071, 757,     0.129,
 305, 0, 5.055, 5.055, 5.055, 0, 1, 5.055, 5.066, 0.011, 104500, -1, 5.066, 5.217, 0.151, 981,     0.163,
 309, 0, 5.157, 5.157, 5.167, 0.01, 1, 5.167, 5.194, 0.026, 442998, -1, 5.194, 5.254, 0.06, 651,     0.097,
 312, 0, 5.173, 5.173, 5.173, 0, 1, 5.173, 5.194, 0.021, 330005, -1, 5.194, 5.274, 0.08, 495,     0.101,
 311, 0, 5.17, 5.17, 5.17, 0, 1, 5.17, 5.215, 0.045, 368274, -1, 5.215, 5.274, 0.059, 622,     0.104,
 310, 0, 5.168, 5.168, 5.168, 0, 1, 5.168, 5.204, 0.036, 328666, -1, 5.204, 5.294, 0.09, 870,     0.126,
 308, 0, 5.095, 5.095, 5.095, 0, 1, 5.095, 5.136, 0.041, 665570, -1, 5.136, 5.304, 0.167, 976,     0.208,
 316, 0, 5.246, 5.246, 5.246, 0, 1, 5.246, 5.257, 0.011, 112642, -1, 5.257, 5.314, 0.057, 588,     0.068,
 317, 0, 5.254, 5.254, 5.264, 0.01, 1, 5.264, 5.281, 0.017, 334673, -1, 5.281, 5.334, 0.053, 548,     0.080,
 314, 0, 5.193, 5.193, 5.193, 0, 1, 5.193, 5.243, 0.05, 717681, -1, 5.243, 5.367, 0.123, 892,     0.173,
 318, 0, 5.303, 5.303, 5.303, 0, 1, 5.303, 5.318, 0.015, 291573, -1, 5.318, 5.387, 0.069, 722,     0.084,
 313, 0, 5.179, 5.179, 5.179, 0, 1, 5.179, 5.204, 0.024, 425484, -1, 5.204, 5.397, 0.193, 914,     0.218,
 319, 0, 5.312, 5.312, 5.312, 0, 1, 5.312, 5.346, 0.034, 676876, -1, 5.346, 5.417, 0.07, 722,     0.105,
 315, 0, 5.203, 5.203, 5.203, 0, 1, 5.203, 5.243, 0.04, 792979, -1, 5.243, 5.472, 0.229, 758,     0.269,
 320, 0, 5.357, 5.357, 5.367, 0.01, 1, 5.367, 5.431, 0.064, 786829, -1, 5.431, 5.512, 0.081, 851,     0.155,
 322, 0, 5.418, 5.418, 5.418, 0, 1, 5.418, 5.45, 0.032, 211827, -1, 5.45, 5.532, 0.082, 683,     0.114,
 321, 0, 5.389, 5.389, 5.389, 0, 1, 5.389, 5.431, 0.042, 309563, -1, 5.431, 5.569, 0.138, 964,     0.180,
 323, 0, 5.545, 5.545, 5.555, 0.01, 1, 5.555, 5.588, 0.033, 646962, -1, 5.588, 5.662, 0.074, 736,     0.116,
 324, 0, 5.593, 5.593, 5.593, 0, 1, 5.593, 5.638, 0.045, 474396, -1, 5.638, 5.704, 0.066, 658,     0.110,
 328, 0, 5.644, 5.644, 5.644, 0, 1, 5.644, 5.695, 0.051, 504866, -1, 5.695, 5.736, 0.041, 412,     0.092,
 325, 0, 5.596, 5.596, 5.596, 0, 1, 5.596, 5.647, 0.05, 582320, -1, 5.647, 5.766, 0.119, 981,     0.170,
 326, 0, 5.604, 5.604, 5.614, 0.01, 1, 5.614, 5.669, 0.054, 599917, -1, 5.669, 5.766, 0.098, 581,     0.162,
 331, 0, 5.698, 5.698, 5.698, 0, 1, 5.698, 5.73, 0.032, 141015, -1, 5.73, 5.795, 0.065, 694,     0.097,
 338, 0, 5.749, 5.749, 5.749, 0, 1, 5.749, 5.766, 0.017, 121260, -1, 5.766, 5.809, 0.043, 428,     0.060,
 327, 0, 5.636, 5.636, 5.646, 0.01, 1, 5.646, 5.749, 0.103, 789571, -1, 5.749, 5.821, 0.071, 477,     0.184,
 330, 0, 5.694, 5.694, 5.704, 0.01, 1, 5.704, 5.73, 0.026, 104655, -1, 5.73, 5.864, 0.134, 895,     0.171,
 332, 0, 5.701, 5.701, 5.701, 0, 1, 5.701, 5.786, 0.085, 528413, -1, 5.786, 5.874, 0.088, 511,     0.173,
 336, 0, 5.72, 5.72, 5.72, 0, 1, 5.72, 5.766, 0.046, 436662, -1, 5.766, 5.894, 0.128, 914,     0.174,
 334, 0, 5.713, 5.713, 5.713, 0, 1, 5.713, 5.811, 0.099, 704007, -1, 5.811, 5.894, 0.083, 793,     0.182,
 340, 0, 5.796, 5.796, 5.796, 0, 1, 5.796, 5.851, 0.055, 585371, -1, 5.851, 5.924, 0.074, 758,     0.128,
 335, 0, 5.716, 5.716, 5.716, 0, 1, 5.716, 5.746, 0.03, 125277, -1, 5.746, 5.934, 0.188, 638,     0.218,
 339, 0, 5.786, 5.786, 5.786, 0, 1, 5.786, 5.822, 0.036, 354209, -1, 5.822, 5.964, 0.142, 701,     0.179,
 342, 0, 5.844, 5.844, 5.851, 0.007, 1, 5.851, 5.921, 0.071, 280647, -1, 5.921, 5.975, 0.054, 584,     0.131,
 343, 0, 5.851, 5.851, 5.851, 0, 1, 5.851, 5.933, 0.082, 351386, -1, 5.933, 5.985, 0.053, 581,     0.134,
 337, 0, 5.726, 5.726, 5.736, 0.01, 1, 5.736, 5.801, 0.066, 702870, -1, 5.801, 5.985, 0.184, 892,     0.260,
 346, 0, 5.872, 5.872, 5.872, 0, 1, 5.872, 5.943, 0.071, 544439, -1, 5.943, 5.985, 0.042, 482,     0.114,
 329, 0, 5.65, 5.65, 5.65, 0, 1, 5.65, 5.756, 0.107, 759754, -1, 5.756, 6.021, 0.265, 870,     0.372,
 341, 0, 5.821, 5.821, 5.831, 0.01, 1, 5.831, 5.969, 0.138, 697283, -1, 5.969, 6.032, 0.063, 676,     0.211,
 348, 0, 5.892, 5.892, 5.892, 0, 1, 5.892, 5.979, 0.087, 735248, -1, 5.979, 6.032, 0.053, 498,     0.140,
 352, 0, 5.922, 5.922, 5.922, 0, 1, 5.922, 5.954, 0.032, 207538, -1, 5.954, 6.032, 0.078, 869,     0.109,
 349, 0, 5.899, 5.899, 5.899, 0, 1, 5.899, 5.979, 0.08, 265844, -1, 5.979, 6.041, 0.062, 470,     0.142,
 355, 0, 5.942, 5.942, 5.942, 0, 1, 5.942, 5.986, 0.043, 281859, -1, 5.986, 6.066, 0.08, 726,     0.124,
 344, 0, 5.865, 5.865, 5.865, 0, 1, 5.865, 6.029, 0.165, 633850, -1, 6.029, 6.107, 0.077, 654,     0.242,
 345, 0, 5.868, 5.868, 5.868, 0, 1, 5.868, 6.059, 0.191, 782896, -1, 6.059, 6.107, 0.048, 534,     0.239,
 350, 0, 5.91, 5.91, 5.91, 0, 1, 5.91, 6.009, 0.099, 633188, -1, 6.009, 6.117, 0.107, 475,     0.207,
 333, 0, 5.711, 5.711, 5.711, 0, 1, 5.711, 5.78, 0.069, 547109, -1, 5.78, 6.117, 0.337, 904,     0.405,
 347, 0, 5.885, 5.885, 5.885, 0, 1, 5.885, 6.068, 0.183, 586217, -1, 6.068, 6.151, 0.082, 739,     0.265,
 362, 0, 6.087, 6.087, 6.097, 0.01, 1, 6.097, 6.122, 0.025, 357646, -1, 6.122, 6.171, 0.049, 485,     0.084,
 351, 0, 5.914, 5.914, 5.923, 0.008, 1, 5.923, 6.041, 0.118, 481920, -1, 6.041, 6.181, 0.14, 647,     0.266,
 366, 0, 6.115, 6.115, 6.115, 0, 1, 6.115, 6.148, 0.033, 298012, -1, 6.148, 6.191, 0.043, 505,     0.076,
 353, 0, 5.923, 5.923, 5.923, 0, 1, 5.923, 6.019, 0.096, 588447, -1, 6.019, 6.201, 0.182, 771,     0.278,
 356, 0, 5.975, 5.975, 5.985, 0.01, 1, 5.985, 6.072, 0.087, 410732, -1, 6.072, 6.201, 0.129, 826,     0.226,
 361, 0, 6.082, 6.082, 6.082, 0, 1, 6.082, 6.089, 0.007, 117334, -1, 6.089, 6.211, 0.122, 992,     0.129,
 364, 0, 6.105, 6.105, 6.105, 0, 1, 6.105, 6.138, 0.032, 260245, -1, 6.138, 6.221, 0.083, 823,     0.116,
 363, 0, 6.105, 6.105, 6.105, 0, 1, 6.105, 6.173, 0.068, 459541, -1, 6.173, 6.231, 0.058, 569,     0.126,
 354, 0, 5.928, 5.928, 5.928, 0, 1, 5.928, 6.072, 0.144, 710660, -1, 6.072, 6.274, 0.203, 737,     0.347,
 358, 0, 5.997, 5.997, 5.997, 0, 1, 5.997, 6.058, 0.061, 552541, -1, 6.058, 6.285, 0.227, 984,     0.288,
 357, 0, 5.995, 5.995, 5.995, 0, 1, 5.995, 6.108, 0.113, 790409, -1, 6.108, 6.285, 0.177, 843,     0.290,
 368, 0, 6.144, 6.144, 6.144, 0, 1, 6.144, 6.245, 0.101, 711620, -1, 6.245, 6.295, 0.051, 510,     0.151,
 365, 0, 6.108, 6.108, 6.108, 0, 1, 6.108, 6.16, 0.052, 503608, -1, 6.16, 6.326, 0.166, 956,     0.218,
 360, 0, 6.071, 6.071, 6.071, 0, 1, 6.071, 6.082, 0.011, 146360, -1, 6.082, 6.346, 0.263, 701,     0.275,
 370, 0, 6.151, 6.151, 6.161, 0.01, 1, 6.161, 6.222, 0.061, 566795, -1, 6.222, 6.356, 0.134, 613,     0.205,
 375, 0, 6.21, 6.21, 6.21, 0, 1, 6.21, 6.295, 0.086, 584898, -1, 6.295, 6.356, 0.06, 574,     0.146,
 377, 0, 6.24, 6.24, 6.24, 0, 1, 6.24, 6.319, 0.079, 573764, -1, 6.319, 6.366, 0.047, 568,     0.126,
 359, 0, 6.066, 6.066, 6.076, 0.01, 1, 6.076, 6.158, 0.082, 735410, -1, 6.158, 6.385, 0.227, 977,     0.319,
 380, 0, 6.283, 6.283, 6.283, 0, 1, 6.283, 6.309, 0.026, 171068, -1, 6.309, 6.386, 0.077, 747,     0.103,
 371, 0, 6.159, 6.159, 6.159, 0, 1, 6.159, 6.274, 0.115, 707650, -1, 6.274, 6.396, 0.122, 959,     0.236,
 374, 0, 6.198, 6.198, 6.198, 0, 1, 6.198, 6.235, 0.037, 360789, -1, 6.235, 6.406, 0.171, 722,     0.208,
